172,"[[0.13036039 0.13056347 0.12889724 0.12538326 0.12045965 0.11624097
  0.06370382 0.10427001 0.0088082  0.07131299]
 [0.13597553 0.1297662  0.11246654 0.12350946 0.12220722 0.10378707
  0.11546382 0.07957218 0.00947922 0.06777275]
 [0.22548778 0.15256583 0.12831874 0.13855685 0.09532795 0.0213219
  0.07398051 0.06516308 0.05050004 0.04877733]
 [0.17848887 0.16895257 0.11775931 0.11395639 0.10685073 0.1046302
  0.06631037 0.03720576 0.01503056 0.09081523]
 [0.15516819 0.14906115 0.15522244 0.14172976 0.09080906 0.11744235
  0.05040473 0.07289439 0.03842208 0.02884584]
 [0.19647483 0.20214622 0.15602693 0.1538824  0.09594247 0.07780172
  0.02681111 0.03352671 0.01215063 0.04523697]
 [0.22971471 0.21734938 0.15452108 0.04108501 0.12104896 0.10184969
  0.05444709 0.03974647 0.0359948  0.00424283]
 [0.19281835 0.19796033 0.144355   0.10203643 0.08710707 0.07559378
  0.1253173  0.0478539  0.01024758 0.01671026]
 [0.19672124 0.15358086 0.17762684 0.13724121 0.09805938 0.08450013
  0.09454198 0.02949976 0.00589618 0.02233243]
 [0.14923046 0.13534631 0.13451145 0.12975898 0.08451827 0.10949385
  0.08103109 0.0750912  0.07200724 0.02901115]]"
173,"[[0.17718628 0.17911212 0.09911971 0.16902375 0.15595189 0.0664126
  0.05504678 0.03696768 0.02124572 0.03993347]
 [0.14784563 0.14480797 0.1451857  0.11301431 0.10830006 0.09774256
  0.0686304  0.06716876 0.05678668 0.05051792]
 [0.15376831 0.15311667 0.11925272 0.11160963 0.15503103 0.1094375
  0.10582319 0.02808044 0.03637835 0.02750217]
 [0.14339735 0.14027585 0.13260861 0.125233   0.11210159 0.1029673
  0.09036475 0.06789454 0.04502769 0.04012933]
 [0.14453738 0.14368389 0.10580045 0.23737727 0.02479272 0.11625114
  0.00528745 0.07633399 0.09949302 0.04644269]
 [0.2019839  0.18073418 0.10191825 0.1461547  0.08020882 0.0532446
  0.12359608 0.06188577 0.03222426 0.01804944]
 [0.21287282 0.18264901 0.16713855 0.1007021  0.10531583 0.08365327
  0.03601267 0.0624505  0.02679583 0.02240942]
 [0.20162196 0.12237746 0.11430303 0.1097165  0.1087276  0.08241789
  0.05203732 0.06280538 0.10025198 0.04574087]
 [0.16467191 0.15581728 0.1581557  0.1397984  0.0802848  0.13602859
  0.07184437 0.01387509 0.07407437 0.00544949]
 [0.17637571 0.06669327 0.14029015 0.16554258 0.16398935 0.11852811
  0.11120143 0.0183405  0.00855725 0.03048166]]"
174,"[[0.22240895 0.20403337 0.17800268 0.15108123 0.07903894 0.05550196
  0.04387119 0.03288188 0.03284836 0.00033145]
 [0.15733347 0.09094051 0.16290717 0.13452122 0.12045077 0.07962083
  0.07757425 0.11872129 0.04429674 0.01363375]
 [0.15932955 0.11524533 0.12232911 0.10855894 0.11207321 0.10040894
  0.10842637 0.07959272 0.03845587 0.05557996]
 [0.13873313 0.15785103 0.13473801 0.11761339 0.13291931 0.1059794
  0.08380982 0.05880511 0.03856089 0.03098991]
 [0.1755975  0.16850709 0.09524932 0.09527935 0.1479899  0.10717366
  0.05531129 0.03982049 0.07995368 0.0351177 ]
 [0.1815943  0.15933905 0.14087309 0.16191963 0.08487776 0.0775294
  0.07531896 0.06649035 0.04624853 0.00580892]
 [0.21290677 0.16541375 0.13993945 0.12702167 0.1147295  0.06339144
  0.10340533 0.03074704 0.00763241 0.03481265]
 [0.17450684 0.16892836 0.1538032  0.12564647 0.1224581  0.09708171
  0.09527236 0.04418629 0.01690737 0.00120929]
 [0.15704362 0.20801007 0.03856274 0.19545888 0.19600223 0.08164584
  0.06132973 0.04267652 0.01753284 0.00173753]
 [0.14648009 0.15624046 0.10712945 0.13770088 0.14358451 0.0861735
  0.06799022 0.10474786 0.03680079 0.01315224]]"
175,"[[0.11785799 0.2409304  0.08026975 0.23061231 0.0941748  0.09127158
  0.03971679 0.02307769 0.03437631 0.04771236]
 [0.19712153 0.16287902 0.12243199 0.11388172 0.10471311 0.09911794
  0.08586512 0.0562003  0.05554172 0.00224755]
 [0.14495898 0.13692201 0.13609439 0.12475392 0.12252016 0.09543213
  0.05520317 0.0932469  0.04557912 0.04528921]
 [0.18282435 0.17261626 0.17060635 0.12118803 0.11321701 0.09994905
  0.04456271 0.06684053 0.00521952 0.02297619]
 [0.17259904 0.27507277 0.22078976 0.13009201 0.0478602  0.08361036
  0.04250383 0.01187818 0.00866505 0.00692881]
 [0.20955396 0.13817561 0.25316311 0.10328742 0.09108457 0.06046193
  0.05510765 0.0289909  0.01464528 0.04552956]
 [0.16295149 0.14684598 0.09524512 0.15636678 0.05008604 0.08964988
  0.11250356 0.05312297 0.05044689 0.0827813 ]
 [0.15112585 0.18511005 0.17428907 0.14743385 0.14688014 0.09600665
  0.05018748 0.01915802 0.02801368 0.00179522]
 [0.20412031 0.27157056 0.11482704 0.07213563 0.09812126 0.03040198
  0.15823496 0.0195958  0.01789766 0.0130948 ]
 [0.17114334 0.17078874 0.12354637 0.12334911 0.09347379 0.05289223
  0.06251615 0.00373394 0.16011022 0.03844611]]"
176,"[[0.1528827  0.14087756 0.11826956 0.11189079 0.10208834 0.09200094
  0.09818025 0.02947442 0.06152398 0.09281146]
 [0.18516845 0.13123858 0.12575768 0.08204315 0.15057926 0.12317938
  0.07138522 0.05035979 0.04962408 0.03066441]
 [0.13691562 0.14952991 0.10569706 0.0997632  0.11920082 0.08068625
  0.10071809 0.07981529 0.07569715 0.05197661]
 [0.21064369 0.13135411 0.20066511 0.11736427 0.08078638 0.12683905
  0.03362713 0.02385729 0.05032178 0.02454119]
 [0.18238566 0.12043141 0.1728196  0.11944327 0.07287259 0.1153354
  0.07039207 0.08044459 0.05023562 0.01563979]
 [0.17733307 0.18515665 0.16958658 0.11077572 0.06826574 0.06386981
  0.03377314 0.12484907 0.00391028 0.06247993]
 [0.17299663 0.16353095 0.07992135 0.16003736 0.13767171 0.10648392
  0.05702689 0.04535525 0.04273786 0.03423807]
 [0.15806854 0.14705647 0.13836213 0.11967087 0.1176286  0.11534988
  0.02983275 0.0730696  0.00268442 0.09827674]
 [0.087475   0.2454203  0.21321022 0.17468072 0.10029672 0.08009183
  0.02996865 0.03676192 0.02386272 0.0082319 ]
 [0.1859121  0.16448329 0.16030716 0.15806264 0.13872804 0.06679719
  0.04921356 0.03374845 0.03099557 0.01175201]]"
177,"[[0.17612516 0.17505504 0.15193755 0.13220002 0.10182413 0.11358749
  0.07303499 0.06097014 0.01392726 0.00133823]
 [0.15658589 0.14216056 0.13679349 0.1201852  0.10151266 0.08194736
  0.1318076  0.0798807  0.03519409 0.01393246]
 [0.16105423 0.15577997 0.13940625 0.12076064 0.06292628 0.06261894
  0.13134517 0.06044226 0.08320531 0.02246095]
 [0.16711324 0.15641805 0.12641298 0.10522005 0.14236268 0.08254181
  0.09817852 0.0896426  0.0199586  0.01215147]
 [0.17000704 0.15083943 0.12544938 0.01452545 0.11151051 0.1077533
  0.11091084 0.06951743 0.05229162 0.087195  ]
 [0.18678569 0.13371907 0.13233167 0.12036172 0.09591044 0.05709049
  0.11056219 0.03220937 0.09085791 0.04017144]
 [0.20675276 0.17755843 0.13139444 0.10200569 0.0675529  0.13454562
  0.06201742 0.06221476 0.03138482 0.02457316]
 [0.13940285 0.13722351 0.13794647 0.10020624 0.13177772 0.00453102
  0.09867364 0.11659942 0.08700078 0.04663835]
 [0.20516325 0.12496944 0.19564757 0.16323467 0.12167784 0.10508801
  0.01867691 0.05705466 0.00267196 0.00581569]
 [0.13926571 0.14357189 0.12612329 0.12419273 0.11783454 0.11778552
  0.08793462 0.06594687 0.03973908 0.03760575]]"
178,"[[0.168302   0.14552618 0.12766171 0.13960583 0.14924872 0.10760012
  0.05652522 0.04535746 0.05742608 0.00274669]
 [0.12987931 0.16279498 0.15455523 0.11547029 0.11536184 0.11536657
  0.07196336 0.02217723 0.06278992 0.04964127]
 [0.13388026 0.11535709 0.1150714  0.14911175 0.09370469 0.11044072
  0.05498807 0.09241477 0.04479066 0.09024059]
 [0.18601176 0.17162125 0.17869589 0.08355238 0.13619207 0.07150993
  0.09730583 0.01163545 0.05139826 0.01207718]
 [0.11562784 0.11597287 0.11828808 0.1095449  0.10411759 0.09488967
  0.09609963 0.08773361 0.08474198 0.07298383]
 [0.14382315 0.11922309 0.18312008 0.13937948 0.16275537 0.04989871
  0.0490732  0.08683224 0.0440162  0.02187848]
 [0.22506104 0.18226201 0.18656718 0.12221833 0.08339975 0.05559695
  0.02364825 0.05109489 0.05014469 0.02000689]
 [0.21532229 0.15939557 0.16675145 0.14727312 0.067481   0.06640806
  0.06606895 0.06066704 0.02463308 0.02599944]
 [0.18336253 0.16879949 0.16261832 0.11583258 0.15883255 0.04693307
  0.02429203 0.0887584  0.02243297 0.02813805]
 [0.16252991 0.15199736 0.13852718 0.1321254  0.10708973 0.12791594
  0.05459124 0.05897565 0.03778904 0.02845855]]"
179,"[[0.176737   0.07947695 0.15032649 0.16527757 0.14186737 0.06990643
  0.103217   0.04900941 0.03948297 0.02469879]
 [0.19629999 0.21833968 0.18678208 0.09201333 0.07863892 0.11326141
  0.04657487 0.0264229  0.03562622 0.00604058]
 [0.20396882 0.19639539 0.19042356 0.05445493 0.17428973 0.02861714
  0.01607922 0.01006181 0.12261065 0.00309875]
 [0.19091893 0.19671797 0.14312488 0.10784712 0.13025017 0.05996654
  0.01959517 0.05871032 0.06322545 0.02964346]
 [0.21899022 0.17619871 0.20666239 0.15937141 0.07753561 0.03847634
  0.0558947  0.05596305 0.00375668 0.0071509 ]
 [0.1924377  0.14853662 0.1152877  0.13515259 0.10557767 0.11725965
  0.02811219 0.06400367 0.07773571 0.01589651]
 [0.16139129 0.13647191 0.1543363  0.09188889 0.13590395 0.10157554
  0.06894456 0.0794847  0.04050851 0.02949436]
 [0.18782018 0.1770218  0.1759721  0.08067116 0.10549346 0.08555455
  0.05696916 0.02203259 0.05594107 0.05252394]
 [0.16926416 0.15592178 0.11371963 0.13547941 0.18624389 0.05143176
  0.04141214 0.09183851 0.03741738 0.01727133]
 [0.16403599 0.15679035 0.15568611 0.07798174 0.15132533 0.06843965
  0.00627778 0.12594823 0.05448318 0.03903164]]"
180,"[[0.13803994 0.08812374 0.18239736 0.15160901 0.12494316 0.11126534
  0.07502657 0.06085135 0.04116672 0.02657681]
 [0.16372338 0.16487652 0.05828442 0.15424254 0.12039549 0.13359543
  0.09502361 0.04317615 0.03428046 0.032402  ]
 [0.18016743 0.17094333 0.18559658 0.15520693 0.0840392  0.0912929
  0.0150551  0.08565451 0.02079412 0.01124989]
 [0.13552643 0.10397558 0.10936902 0.1260308  0.11461406 0.1084777
  0.09328652 0.08089227 0.08012469 0.04770293]
 [0.13623965 0.22660726 0.13676339 0.11985174 0.10503753 0.0579636
  0.09054081 0.04953913 0.02696288 0.05049401]
 [0.15580552 0.12616076 0.14990173 0.12354462 0.10622131 0.09582053
  0.08927729 0.06400572 0.04790622 0.0413563 ]
 [0.1391258  0.11939583 0.11135704 0.10096678 0.09188136 0.10588219
  0.10554811 0.05852479 0.10042001 0.06689811]
 [0.17738629 0.14174407 0.11717473 0.10761668 0.08599688 0.09506105
  0.07191577 0.06694867 0.07824341 0.05791245]
 [0.19441689 0.15704794 0.12913657 0.12640533 0.0887254  0.06825348
  0.00329056 0.05962069 0.05947358 0.11362955]
 [0.17371419 0.14818487 0.17322971 0.13038427 0.10694371 0.08403533
  0.08066517 0.08051077 0.01971057 0.0026214 ]]"
181,"[[1.84443871e-01 1.87611522e-01 1.84131011e-01 1.06727249e-01
  1.44148783e-01 6.05287609e-02 1.96929982e-02 7.65674944e-02
  2.48655319e-02 1.12827777e-02]
 [1.50776861e-01 1.34667461e-01 1.32951707e-01 1.43746794e-01
  1.23617354e-01 4.38355422e-02 2.28164519e-02 2.26197643e-02
  1.19119490e-01 1.05848575e-01]
 [1.23124322e-01 1.68997775e-01 1.14741064e-01 1.15598029e-01
  1.02537218e-01 9.94845317e-02 9.24882037e-02 9.90985330e-02
  5.07175992e-02 3.32127244e-02]
 [1.65544498e-01 1.69181685e-01 1.32461516e-01 1.27461557e-01
  1.19923309e-01 1.02569108e-01 8.71543183e-02 3.41883181e-02
  5.50777940e-03 5.60079109e-02]
 [1.46557037e-01 1.25123091e-01 1.34720931e-01 1.18562764e-01
  1.16309334e-01 9.94654279e-02 1.22257391e-01 8.15897865e-02
  3.96280426e-02 1.57861951e-02]
 [1.89358136e-01 2.38844872e-01 1.45127284e-01 9.53748087e-02
  1.07368668e-04 6.79394377e-02 9.65808917e-02 5.00476799e-02
  8.10791906e-02 3.55403301e-02]
 [1.83973299e-01 1.25258099e-01 8.59814867e-02 1.78214690e-01
  9.73769790e-02 1.08919155e-01 5.13593565e-02 3.59465061e-02
  1.03779651e-01 2.91907768e-02]
 [1.47428607e-01 1.58328656e-01 1.04028753e-01 1.28002310e-01
  1.54472700e-01 6.85058848e-02 1.24531360e-01 5.26855851e-02
  1.84682600e-02 4.35478843e-02]
 [1.49884403e-01 1.39787076e-01 1.61021415e-01 1.18043563e-01
  7.07831150e-02 8.85499691e-02 1.25078643e-01 5.57034211e-02
  5.23202951e-02 3.88280996e-02]
 [1.92501572e-01 1.64866099e-01 1.42733606e-01 1.46953598e-01
  6.34020121e-02 9.59498305e-02 4.99895693e-02 9.71767493e-02
  3.60160890e-02 1.04108749e-02]]"
182,"[[0.18499536 0.15218057 0.15139104 0.11679206 0.14523046 0.14204004
  0.05162594 0.0270549  0.01882384 0.00986578]
 [0.21774916 0.2297619  0.19465362 0.17791494 0.05706792 0.0486288
  0.02797102 0.01628121 0.02496891 0.00500252]
 [0.21036607 0.12966477 0.12868628 0.12133416 0.08578058 0.11945994
  0.07514451 0.05081953 0.06430454 0.01443961]
 [0.13746747 0.16274    0.14826326 0.11849203 0.10031426 0.08986658
  0.08639133 0.08193674 0.01593572 0.0585926 ]
 [0.16011174 0.14622215 0.13955495 0.14244666 0.12594314 0.09454898
  0.09539796 0.07031015 0.01122502 0.01423924]
 [0.17098991 0.13861191 0.14925351 0.13322248 0.11661638 0.10541442
  0.07925026 0.05965022 0.04629833 0.0006926 ]
 [0.19677818 0.15838437 0.19456016 0.05550733 0.16807383 0.03685758
  0.03018011 0.00173561 0.11865736 0.03926547]
 [0.18990074 0.15138403 0.1868613  0.10739336 0.10364884 0.0813124
  0.03912312 0.02235051 0.09304624 0.02497945]
 [0.19409032 0.1645833  0.14128807 0.12843489 0.06003726 0.10074746
  0.05155006 0.05758199 0.05043282 0.05125383]
 [0.2077839  0.20729054 0.15318975 0.14323377 0.05524279 0.12518747
  0.04454386 0.02553274 0.01295786 0.02503733]]"
183,"[[0.15775273 0.15402867 0.12442613 0.109935   0.09568804 0.1175184
  0.09119477 0.0841296  0.05965864 0.00566802]
 [0.19857457 0.17266379 0.16370972 0.12536833 0.10998784 0.06403169
  0.03896565 0.0583289  0.03501749 0.03335202]
 [0.18145221 0.14806463 0.10574461 0.1330364  0.10632875 0.09526856
  0.12689644 0.05435735 0.00218705 0.046664  ]
 [0.17593339 0.17089981 0.16107257 0.0760255  0.10218765 0.09954654
  0.0992092  0.06993624 0.01159759 0.03359153]
 [0.12864115 0.12901619 0.11407174 0.12028263 0.11704597 0.09143352
  0.1132622  0.08756013 0.05656282 0.04212366]
 [0.21085833 0.18959792 0.15489509 0.12835682 0.04721025 0.10225938
  0.08665233 0.02440915 0.01898895 0.03677177]
 [0.17490585 0.16252461 0.14604978 0.09725126 0.11347665 0.09560851
  0.08007583 0.06300995 0.06375174 0.00334583]
 [0.19892504 0.21676772 0.16672145 0.1611984  0.04003902 0.02608754
  0.03243824 0.15099342 0.00342985 0.00339932]
 [0.12272395 0.2103745  0.18636952 0.14454106 0.12991086 0.0441009
  0.11032294 0.00935505 0.02375397 0.01854726]
 [0.20706321 0.14765919 0.20779056 0.12199417 0.14215495 0.08362061
  0.004478   0.02233915 0.04539148 0.01750867]]"
184,"[[1.98559465e-01 1.62725279e-01 1.39513556e-01 1.01745399e-01
  7.32035021e-02 1.36567035e-01 7.04926865e-02 7.32247732e-02
  3.88506511e-02 5.11765331e-03]
 [1.73252007e-01 1.37764467e-01 1.27004848e-01 8.42090448e-02
  1.58190510e-01 1.37075821e-01 6.01948230e-02 5.77923932e-02
  5.65093775e-02 8.00670869e-03]
 [1.39871028e-01 1.31053442e-01 1.19155965e-01 1.71367711e-01
  1.21928729e-01 1.04639643e-01 8.29610444e-02 1.04258024e-01
  5.36910027e-03 1.93953131e-02]
 [1.75473227e-01 2.06158621e-01 8.93766061e-02 1.69135587e-01
  8.86301830e-02 8.41943802e-02 5.73073030e-02 7.80110320e-02
  3.13598853e-02 2.03531746e-02]
 [1.87741966e-01 1.59522310e-01 1.13153905e-01 1.71434671e-01
  1.00621862e-01 7.28956687e-02 7.37878827e-02 6.77766350e-02
  5.22583930e-02 8.06706286e-04]
 [1.81932156e-01 1.55545712e-01 1.46770897e-01 1.25215045e-01
  8.52624777e-02 9.96930504e-02 7.01554764e-02 7.14092431e-02
  1.15969810e-04 6.38999729e-02]
 [1.46446612e-01 1.34809728e-01 1.26328365e-01 1.45306658e-01
  1.08623981e-01 1.15567339e-01 9.70370274e-02 1.03570176e-01
  1.48636511e-02 7.44646194e-03]
 [1.74548659e-01 1.74127864e-01 1.77442785e-01 1.11756214e-01
  1.09660460e-01 5.42995075e-02 1.01275853e-01 4.55273704e-02
  4.27902835e-02 8.57100491e-03]
 [1.52479286e-01 1.12798622e-01 1.42820431e-01 8.93794708e-02
  8.63992082e-02 1.43557854e-01 8.11882129e-02 5.80977226e-02
  8.07940283e-02 5.24851644e-02]
 [1.81614582e-01 9.33118683e-02 2.06291867e-01 1.86416955e-01
  8.65830983e-02 2.67341321e-02 1.38530794e-01 1.85530945e-02
  4.15509467e-02 2.04126621e-02]]"
185,"[[1.47801574e-01 1.40532036e-01 1.33177894e-01 1.32258339e-01
  1.22277320e-01 1.22133427e-01 1.11846930e-01 4.07883115e-02
  1.28457802e-02 3.63383892e-02]
 [1.50135110e-01 1.55138482e-01 9.47690312e-02 1.16677753e-01
  1.36023107e-01 1.16142941e-01 8.97684873e-02 6.31612987e-02
  6.87986162e-02 9.38517341e-03]
 [2.29901676e-01 2.20805359e-01 1.62951563e-01 1.17229588e-01
  9.93385507e-02 7.68733686e-02 6.84748014e-02 1.90921078e-02
  3.73321050e-05 5.29565335e-03]
 [1.16801604e-01 2.07530178e-01 1.89533801e-01 1.55805763e-01
  8.68378122e-02 6.54313029e-02 6.42537944e-02 5.54848778e-02
  5.46163095e-03 5.28592360e-02]
 [1.62317733e-01 1.33364000e-01 1.39535919e-01 1.44846996e-01
  8.82980526e-02 6.55365139e-02 1.03811035e-01 2.59708909e-02
  2.54288880e-02 1.10889972e-01]
 [1.56426482e-01 1.32907450e-01 1.96115802e-01 1.19291035e-01
  1.23946164e-01 1.00678894e-01 6.31444754e-02 6.17243332e-02
  3.43353117e-02 1.14300531e-02]
 [1.21489033e-01 1.44726263e-01 1.36356459e-01 1.23081293e-01
  7.55478705e-02 1.26298643e-01 1.02944981e-01 9.56077517e-02
  5.76886175e-02 1.62590876e-02]
 [1.90808258e-01 1.58795976e-01 1.54596521e-01 1.50512926e-01
  1.40508867e-01 6.60558291e-02 1.55221640e-02 6.13444357e-02
  8.60921480e-03 5.32458097e-02]
 [1.31271952e-01 1.87403585e-01 1.18677765e-01 1.08753258e-01
  1.14596245e-01 8.66289089e-02 8.24923692e-02 6.85315596e-02
  3.67553962e-02 6.48889600e-02]
 [1.92957510e-01 1.89024048e-01 1.42832157e-01 9.01999289e-02
  1.07374813e-01 4.49489561e-02 7.71309654e-02 7.90287326e-02
  3.95506799e-02 3.69522092e-02]]"
186,"[[0.23283098 0.16870912 0.11721291 0.19384187 0.05487266 0.01400696
  0.08475153 0.11467194 0.01039822 0.00870382]
 [0.15931026 0.13795215 0.15176235 0.12417905 0.10390118 0.08688286
  0.08212673 0.07658454 0.04883764 0.02846324]
 [0.15107155 0.14249062 0.13610791 0.10881347 0.12501772 0.05172645
  0.0957182  0.10629433 0.05522583 0.02753393]
 [0.18273689 0.16555747 0.18239488 0.10940528 0.10382862 0.09200249
  0.03434074 0.0673314  0.04137479 0.02102744]
 [0.19295711 0.19075685 0.163271   0.1207396  0.09873308 0.11175382
  0.05544324 0.00467942 0.05245391 0.00921198]
 [0.20941822 0.23920507 0.15682757 0.2203293  0.04292052 0.0635598
  0.04728718 0.00252799 0.01737715 0.0005472 ]
 [0.20024397 0.13539814 0.19232758 0.10423431 0.13659393 0.05429074
  0.06268598 0.05969169 0.0308353  0.02369838]
 [0.20187593 0.18272037 0.17603323 0.15450425 0.02750302 0.1108261
  0.09299435 0.04380431 0.00917399 0.00056444]
 [0.18183356 0.16464674 0.12978809 0.14578568 0.11669189 0.07477722
  0.08585851 0.00451449 0.06770886 0.02839495]
 [0.19487212 0.19713333 0.17309298 0.05168547 0.15112562 0.11747291
  0.0500407  0.03319948 0.0166189  0.01475849]]"
187,"[[0.15756037 0.16659713 0.12429518 0.1675732  0.11528109 0.12066833
  0.09747575 0.02192267 0.01116118 0.0174651 ]
 [0.26379558 0.20541222 0.03436809 0.14823894 0.07845195 0.1561489
  0.06318676 0.03871645 0.01057761 0.0011035 ]
 [0.12159463 0.14705711 0.15956974 0.10996903 0.09882203 0.13764492
  0.1372436  0.07112952 0.0131009  0.00386852]
 [0.17624433 0.1752438  0.18637875 0.16810813 0.11969865 0.0479879
  0.07686568 0.02236113 0.02205602 0.00505561]
 [0.15572053 0.15216129 0.11517825 0.12477499 0.08723044 0.12415704
  0.08503547 0.08226448 0.06137314 0.01210436]
 [0.19659091 0.15651412 0.14848293 0.1109608  0.10917075 0.09991871
  0.07284175 0.05571206 0.03547484 0.01433313]
 [0.15908781 0.13310758 0.09230823 0.13433459 0.09788486 0.07366404
  0.08694227 0.08774012 0.07261916 0.06231133]
 [0.14691926 0.18429987 0.1360869  0.12183051 0.06962828 0.08233714
  0.02956201 0.11855286 0.09045674 0.02032645]
 [0.16841673 0.12380518 0.16613452 0.14963601 0.12220821 0.01913532
  0.08902785 0.06919811 0.02548026 0.06695782]
 [0.14090309 0.17163243 0.13339417 0.12741197 0.0944568  0.10242142
  0.07611934 0.07759695 0.03892942 0.03713441]]"
188,"[[0.13888409 0.12928037 0.14294695 0.11856294 0.13863407 0.10316428
  0.08810314 0.04237181 0.0905874  0.00746496]
 [0.20160647 0.19820235 0.18282525 0.06627885 0.19171124 0.10421761
  0.04096709 0.00325168 0.00802108 0.00291838]
 [0.23793524 0.16337383 0.12067503 0.14849555 0.07862773 0.14471062
  0.01781072 0.00739086 0.04129363 0.03968679]
 [0.13568174 0.12665326 0.14927148 0.11268584 0.10690377 0.10476545
  0.10009041 0.00633962 0.0802507  0.07735774]
 [0.17533804 0.19065698 0.1583584  0.15021645 0.09049975 0.06526766
  0.07454101 0.02660958 0.05296647 0.01554566]
 [0.28426755 0.18516887 0.15351004 0.04852775 0.11368578 0.10935132
  0.00651023 0.06290554 0.0125973  0.02347561]
 [0.17080122 0.19782503 0.16388528 0.15762682 0.09513401 0.06360652
  0.05078332 0.08403419 0.01066753 0.00563607]
 [0.13167096 0.12339136 0.13735316 0.13019462 0.11682922 0.1229181
  0.089948   0.06391126 0.04307546 0.04070784]
 [0.18391952 0.17339511 0.16115475 0.13944208 0.13532805 0.04463076
  0.10066953 0.02092607 0.01259061 0.02794352]
 [0.11268233 0.14093353 0.1371314  0.10390647 0.10847903 0.07967501
  0.1347879  0.0568034  0.04836711 0.07723382]]"
189,"[[0.1824798  0.18684845 0.16805555 0.11044891 0.08296244 0.1297312
  0.08450416 0.00119672 0.04387075 0.00990202]
 [0.14024939 0.13713469 0.17954278 0.15337447 0.08045504 0.08451857
  0.00248916 0.13968669 0.05553754 0.02701168]
 [0.16427279 0.15705946 0.11954461 0.13290275 0.11113091 0.10440282
  0.09866328 0.08520399 0.01737718 0.00944221]
 [0.1375253  0.10597348 0.12427864 0.12684411 0.10169725 0.06878284
  0.13136914 0.09149224 0.0663907  0.04564631]
 [0.17344006 0.13471196 0.1694194  0.0747527  0.12805803 0.15762489
  0.06236166 0.03201839 0.05884524 0.00876769]
 [0.18504951 0.18064658 0.09753919 0.10182135 0.16665796 0.13336402
  0.01693667 0.02954961 0.07420533 0.01422979]
 [0.31583636 0.24295574 0.09607267 0.1107115  0.06074338 0.09420365
  0.02753993 0.00308979 0.01339611 0.03545086]
 [0.15212901 0.14224232 0.14997253 0.13377492 0.10311154 0.0992847
  0.0989948  0.02748771 0.07640013 0.01660234]
 [0.18003541 0.16527984 0.10706244 0.12740469 0.09813141 0.14367388
  0.05894965 0.08598622 0.02194426 0.01153221]
 [0.18077405 0.1475374  0.18079079 0.14747135 0.06513835 0.14009816
  0.04225341 0.05241474 0.02983366 0.01368809]]"
190,"[[2.03651860e-01 1.78971431e-01 1.45160409e-01 2.00906662e-01
  9.39266857e-02 4.82691493e-02 7.83532098e-02 2.30975203e-02
  2.12361659e-02 6.42690788e-03]
 [1.53219217e-01 1.41352639e-01 8.96597570e-02 1.37383133e-01
  1.13889266e-01 7.25185868e-02 5.48112002e-02 1.22329825e-01
  6.78656723e-02 4.69707031e-02]
 [1.59310137e-01 1.53034504e-01 1.42992868e-01 1.34605452e-01
  1.12100484e-01 8.64709598e-02 9.60708385e-02 5.82892058e-02
  5.63061335e-02 8.19417758e-04]
 [1.67466542e-01 1.70174987e-01 9.94950362e-02 8.68766928e-02
  1.32626190e-01 9.18676299e-02 8.38912436e-02 7.21664058e-02
  4.22363160e-02 5.31989563e-02]
 [1.55329818e-01 1.30371626e-01 1.24132562e-01 1.36709319e-01
  8.38028923e-02 1.29407016e-01 8.29765844e-02 7.41076094e-02
  7.68040774e-02 6.35849568e-03]
 [2.29904136e-01 2.38272050e-01 6.86245711e-02 1.45972409e-01
  1.24680207e-01 5.33233580e-02 2.76915729e-02 8.21203273e-02
  1.77520642e-04 2.92338484e-02]
 [1.40218319e-01 1.21895641e-01 1.31998716e-01 1.11688880e-01
  9.06808871e-02 8.69527647e-02 9.92048503e-02 9.31381100e-02
  7.63591655e-02 4.78626663e-02]
 [1.38599466e-01 1.27776734e-01 1.38330253e-01 1.31895275e-01
  1.05387393e-01 9.47720844e-02 7.13750217e-02 1.00203220e-01
  7.04448191e-02 2.12157337e-02]
 [1.40125591e-01 1.60889898e-01 1.32936431e-01 8.32591707e-02
  1.32057190e-01 1.22606134e-01 8.11786815e-02 8.76586646e-02
  1.94065491e-02 3.98816892e-02]
 [1.20577186e-01 1.31294689e-01 1.10282621e-01 1.07144713e-01
  1.10136432e-01 8.17375603e-02 9.87810072e-02 9.92230226e-02
  7.50368212e-02 6.57859476e-02]]"
